id,case_title,case_type,case_number,year,division,court_name,pdf_url,translation_url,filename,upload_date,scraped_at
SC_HCD_0210,Criminal Appeal(H) (TN) 6094/2018,Criminal Appeal(H) (TN),6094/2018,2018,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_CriminalAppealNo.6094of2018(dismissed)(14.07.2026).pdf,https://supremecourt.gov.bd/translation/process.php?file=1_CriminalAppealNo.6094of2018(dismissed)(14.07.2026).pdf,1_CriminalAppealNo.6094of2018(dismissed)(14.07.2026).pdf,,2026-08-22T14:57:48.204923
SC_HCD_0211,First Appeal 294/2013,First Appeal,294/2013,2013,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/681506_FIRST_APPEAL_294_2013_ALLOWED.pdf,https://supremecourt.gov.bd/translation/process.php?file=681506_FIRST_APPEAL_294_2013_ALLOWED.pdf,681506_FIRST_APPEAL_294_2013_ALLOWED.pdf,,2026-08-22T14:57:48.205006
SC_HCD_0212,Criminal Revision 6169/2024,Criminal Revision,6169/2024,2024,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3404603_CriminalRevisionNo.6169of2024.pdf,https://supremecourt.gov.bd/translation/process.php?file=3404603_CriminalRevisionNo.6169of2024.pdf,3404603_CriminalRevisionNo.6169of2024.pdf,,2026-08-22T14:57:48.205097
SC_HCD_0213,Criminal Revision (TN) 5054/2025,Criminal Revision (TN),5054/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_CriminalRevisionNo.5054of2025.pdf,https://supremecourt.gov.bd/translation/process.php?file=1_CriminalRevisionNo.5054of2025.pdf,1_CriminalRevisionNo.5054of2025.pdf,,2026-08-22T14:57:48.205184
SC_HCD_0214,Civil Revision 5848/2024,Civil Revision,5848/2024,2024,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3078115_C.R._No._5848_of_2024_(2).pdf,https://supremecourt.gov.bd/translation/process.php?file=3078115_C.R._No._5848_of_2024_(2).pdf,3078115_C.R._No._5848_of_2024_(2).pdf,,2026-08-22T14:57:48.205285
SC_HCD_0215,Arbitration Appeal 5/2022,Arbitration Appeal,5/2022,2022,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2130404_ArbitrationAppeal_No.05of2022allowed_dt.25.06.2026.pdf,https://supremecourt.gov.bd/translation/process.php?file=2130404_ArbitrationAppeal_No.05of2022allowed_dt.25.06.2026.pdf,2130404_ArbitrationAppeal_No.05of2022allowed_dt.25.06.2026.pdf,,2026-08-22T14:57:48.205364
SC_HCD_0216,First Appeal 219/2012,First Appeal,219/2012,2012,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/685758_FIRST_APPEAL_219_OF_2012_ALLOWED.pdf,https://supremecourt.gov.bd/translation/process.php?file=685758_FIRST_APPEAL_219_OF_2012_ALLOWED.pdf,685758_FIRST_APPEAL_219_OF_2012_ALLOWED.pdf,,2026-08-22T14:57:48.205445
SC_HCD_0217,Civil Revision 2508/2025,Civil Revision,2508/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3355151_C_R_No_2508_of_2025_Discharged_Final.pdf,https://supremecourt.gov.bd/translation/process.php?file=3355151_C_R_No_2508_of_2025_Discharged_Final.pdf,3355151_C_R_No_2508_of_2025_Discharged_Final.pdf,,2026-08-22T14:57:48.205523
SC_HCD_0218,Criminal Appeal(H) 3220/2025(Criminal Appeal(H) 3220/2025),Criminal Appeal(H),3220/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3209255_CriminalAppealNo.3220of2025(dismissed)(15.07.2026).pdf,https://supremecourt.gov.bd/translation/process.php?file=3209255_CriminalAppealNo.3220of2025(dismissed)(15.07.2026).pdf,3209255_CriminalAppealNo.3220of2025(dismissed)(15.07.2026).pdf,,2026-08-22T14:57:48.205605
SC_HCD_0219,Arbitration Application 7/2026,Arbitration Application,7/2026,2026,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3511952_ArbitrationApplication07of2026.pdf,https://supremecourt.gov.bd/translation/process.php?file=3511952_ArbitrationApplication07of2026.pdf,3511952_ArbitrationApplication07of2026.pdf,,2026-08-22T14:57:48.205685
SC_HCD_0220,Criminal Appeal(H) (TN) 13319/2018,Criminal Appeal(H) (TN),13319/2018,2018,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_CriminalAppeaNo.13319of2018.pdf,https://supremecourt.gov.bd/translation/process.php?file=1_CriminalAppeaNo.13319of2018.pdf,1_CriminalAppeaNo.13319of2018.pdf,,2026-08-22T14:57:48.205766
SC_HCD_0221,First Appeal 335/2020,First Appeal,335/2020,2020,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1866767_F.A.No.335of2020.pdf,https://supremecourt.gov.bd/translation/process.php?file=1866767_F.A.No.335of2020.pdf,1866767_F.A.No.335of2020.pdf,,2026-08-22T14:57:48.205845
SC_HCD_0222,Writ Petition 15309/2022,Writ Petition,15309/2022,2022,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2260538_W.P.No.15309of2022.pdf,https://supremecourt.gov.bd/translation/process.php?file=2260538_W.P.No.15309of2022.pdf,2260538_W.P.No.15309of2022.pdf,,2026-08-22T14:57:48.205946
SC_HCD_0223,Writ Petition 12838/2016,Writ Petition,12838/2016,2016,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1039378_W.P.No.12838of2016.pdf,https://supremecourt.gov.bd/translation/process.php?file=1039378_W.P.No.12838of2016.pdf,1039378_W.P.No.12838of2016.pdf,,2026-08-22T14:57:48.206026
SC_HCD_0224,Writ Petition 4233/2015,Writ Petition,4233/2015,2015,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/847197_W.P.No.4233of2015.pdf,https://supremecourt.gov.bd/translation/process.php?file=847197_W.P.No.4233of2015.pdf,847197_W.P.No.4233of2015.pdf,,2026-08-22T14:57:48.206105
SC_HCD_0225,Writ Petition 7723/2014,Writ Petition,7723/2014,2014,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/777632_W.P.No.7723of2014Absolute.pdf,https://supremecourt.gov.bd/translation/process.php?file=777632_W.P.No.7723of2014Absolute.pdf,777632_W.P.No.7723of2014Absolute.pdf,,2026-08-22T14:57:48.206173
SC_HCD_0226,Writ Petition 1297/2008,Writ Petition,1297/2008,2008,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/175306_W.P.No.1297of2008.pdf,https://supremecourt.gov.bd/translation/process.php?file=175306_W.P.No.1297of2008.pdf,175306_W.P.No.1297of2008.pdf,,2026-08-22T14:57:48.206223
SC_HCD_0227,Writ Petition 15837/2024,Writ Petition,15837/2024,2024,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3362361_W.P.No.15837of2024.pdf,https://supremecourt.gov.bd/translation/process.php?file=3362361_W.P.No.15837of2024.pdf,3362361_W.P.No.15837of2024.pdf,,2026-08-22T14:57:48.206272
SC_HCD_0228,Writ Petition 6641/2021,Writ Petition,6641/2021,2021,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2001349_W.P.No.6641of2021Absolute.pdf,https://supremecourt.gov.bd/translation/process.php?file=2001349_W.P.No.6641of2021Absolute.pdf,2001349_W.P.No.6641of2021Absolute.pdf,,2026-08-22T14:57:48.206317
SC_HCD_0229,Writ Petition 18927/2025,Writ Petition,18927/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3444132_W.P.No.18927of2025Disposedof.pdf,https://supremecourt.gov.bd/translation/process.php?file=3444132_W.P.No.18927of2025Disposedof.pdf,3444132_W.P.No.18927of2025Disposedof.pdf,,2026-08-22T14:57:48.206364
SC_HCD_0230,First Appeal 443/2017,First Appeal,443/2017,2017,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1626110_F.A._No._443_of_2017_Allowed_dt_24.06.2026.pdf,https://supremecourt.gov.bd/translation/process.php?file=1626110_F.A._No._443_of_2017_Allowed_dt_24.06.2026.pdf,1626110_F.A._No._443_of_2017_Allowed_dt_24.06.2026.pdf,,2026-08-22T14:57:48.206411
SC_HCD_0231,First Appeal 111/2015,First Appeal,111/2015,2015,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/823702_FIRST_APPEAL_111_OF_2015_DISCHARGED.pdf,https://supremecourt.gov.bd/translation/process.php?file=823702_FIRST_APPEAL_111_OF_2015_DISCHARGED.pdf,823702_FIRST_APPEAL_111_OF_2015_DISCHARGED.pdf,,2026-08-22T14:57:48.206459
SC_HCD_0232,Criminal Misc 29329/2024,Criminal Misc,29329/2024,2024,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2921557_Crl.mis.no.29329_2024.pdf,https://supremecourt.gov.bd/translation/process.php?file=2921557_Crl.mis.no.29329_2024.pdf,2921557_Crl.mis.no.29329_2024.pdf,,2026-08-22T14:57:48.206506
SC_HCD_0233,Death Reference 20/2019,Death Reference,20/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3618547_Death_Reference_1No.20of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=3618547_Death_Reference_1No.20of2019.pdf,3618547_Death_Reference_1No.20of2019.pdf,,2026-08-22T14:57:48.206552
SC_HCD_0234,Criminal Appeal(H) 6931/2025,Criminal Appeal(H),6931/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3362617_Crl_Appeal_No_6931_of_2025.pdf,https://supremecourt.gov.bd/translation/process.php?file=3362617_Crl_Appeal_No_6931_of_2025.pdf,3362617_Crl_Appeal_No_6931_of_2025.pdf,,2026-08-22T14:57:48.206598
SC_HCD_0235,Writ Petition 9303/2025,Writ Petition,9303/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3270924_W_P_No_9303of2025.pdf,https://supremecourt.gov.bd/translation/process.php?file=3270924_W_P_No_9303of2025.pdf,3270924_W_P_No_9303of2025.pdf,,2026-08-22T14:57:48.206645
SC_HCD_0236,First Misc Appeal 1/2025,First Misc Appeal,1/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3611050_FIRST_MISCELLANEOUS_APPEAL_1_OF_2025_ALLOWED.pdf,https://supremecourt.gov.bd/translation/process.php?file=3611050_FIRST_MISCELLANEOUS_APPEAL_1_OF_2025_ALLOWED.pdf,3611050_FIRST_MISCELLANEOUS_APPEAL_1_OF_2025_ALLOWED.pdf,,2026-08-22T14:57:48.206693
SC_HCD_0237,In re : VC Civil Revision (TN) 4572/2022,In re : VC Civil Revision (TN),4572/2022,2022,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/1_Crl_Appeal_No_4572_of_2022.pdf,https://supremecourt.gov.bd/translation/process.php?file=1_Crl_Appeal_No_4572_of_2022.pdf,1_Crl_Appeal_No_4572_of_2022.pdf,,2026-08-22T14:57:48.206750
SC_HCD_0238,Arbitration Application 36/2025,Arbitration Application,36/2025,2025,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3438896_ArbitrationApplicationNo.36of2025.pdf,https://supremecourt.gov.bd/translation/process.php?file=3438896_ArbitrationApplicationNo.36of2025.pdf,3438896_ArbitrationApplicationNo.36of2025.pdf,,2026-08-22T14:57:48.206800
SC_HCD_0239,Criminal Appeal(H) 10423/2023(Criminal Appeal(H) 10423/2023),Criminal Appeal(H),10423/2023,2023,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2581326_Crl.AppealNo.10423of2023(29.06.2027)(allowed).pdf,https://supremecourt.gov.bd/translation/process.php?file=2581326_Crl.AppealNo.10423of2023(29.06.2027)(allowed).pdf,2581326_Crl.AppealNo.10423of2023(29.06.2027)(allowed).pdf,,2026-08-22T14:57:48.206850
SC_HCD_0240,Criminal Revision 966/2023,Criminal Revision,966/2023,2023,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2702552_Criminal_Revision_No_966_2023.pdf,https://supremecourt.gov.bd/translation/process.php?file=2702552_Criminal_Revision_No_966_2023.pdf,2702552_Criminal_Revision_No_966_2023.pdf,,2026-08-22T14:57:48.206912
SC_HCD_0241,Death Reference 27/2019,Death Reference,27/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3618551_Death_Reference_1No.32of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=3618551_Death_Reference_1No.32of2019.pdf,3618551_Death_Reference_1No.32of2019.pdf,,2026-08-22T14:57:48.206999
SC_HCD_0242,Death Reference 5/2019,Death Reference,5/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2996273_Death_Reference_1No.05of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=2996273_Death_Reference_1No.05of2019.pdf,2996273_Death_Reference_1No.05of2019.pdf,,2026-08-22T14:57:48.207052
SC_HCD_0243,Death Reference 3/2019,Death Reference,3/2019,2019,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2996271_Death_Reference_1No.03of2019.pdf,https://supremecourt.gov.bd/translation/process.php?file=2996271_Death_Reference_1No.03of2019.pdf,2996271_Death_Reference_1No.03of2019.pdf,,2026-08-22T14:57:48.207096
SC_HCD_0244,Writ Petition 16505/2024,Writ Petition,16505/2024,2024,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/3068411_Writ_Petition_No_16505_2024.pdf,https://supremecourt.gov.bd/translation/process.php?file=3068411_Writ_Petition_No_16505_2024.pdf,3068411_Writ_Petition_No_16505_2024.pdf,,2026-08-22T14:57:48.207140
SC_HCD_0245,Company Matter 368/2024,Company Matter,368/2024,2024,High Court Division,Supreme Court of Bangladesh,https://supremecourt.gov.bd/resources/documents/2773920_CompanyMatter368of2024.pdf,https://supremecourt.gov.bd/translation/process.php?file=2773920_CompanyMatter368of2024.pdf,2773920_CompanyMatter368of2024.pdf,,2026-08-22T14:57:48.207184
